id,displayName,postalCode,address1,city,country,state,intersection,phonePharmacy,phone,latitude,longitude,timezone,openDate,licenceNumber,businessAddr,pharmacyManager,email,website
3183,"CRANBROOK, BC",V1C 7H2,2100 Willowbrook Dr,Cranbrook,CA,BC,Cranbrook St N (Hwy 3) & Willowbrook Dr,250-489-5338,250-489-3202,49.529438,-115.749115,MST,11/16/2000 00:00,17321,"2100 WILLOWBROOK DRIVE, CRANBROOK, BC V1C 7H2",Shauna Carson,,
3188,"LANGFORD, BC",V9B 2P3,860 Langford Pkwy,Langford,CA,BC,Langford Parkway & Phipps Ave,250-391-0244,250-391-0224,48.442611,-123.50583,PST,11/15/2001 00:00,18330,"860 LANGFORD PARKWAY, VICTORIA, BC V9B 2P3",Mabel You,,
3199,"QUESNEL, B.C.",V2J 7J3,890 Rita Rd,Quesnel,CA,BC,Cariboo Hwy( #97)  & Maple Dr,833-768-1326,250-747-4464,52.965017,-122.441303,PST,10/04/2001 00:00,18290,"890 RITA RD, QUESNEL, BC V2J 7J3",Gurveer Shergill,,
3661,"FORT ST JOHN, BC",V1J 7B6,9007 96a St,Fort St. John,CA,BC,96a Street & 89th Avenue,,250-261-5544,56.2363,-120.838,MST,11/14/2002 00:00,18875,"9007 96A ST, FORT ST JOHN, BC V1J 7B6",Oseyi Oseghale,,
5776,"DAWSON CREEK, BC",V1G 0A4,# 600 Hwy 2,Dawson Creek,CA,BC,8th Street & Highway #2,,250-719-0128,55.7389,-120.22,MST,11/13/2003 00:00,20525,"#600 HIGHWAY 2, DAWSON CREEK, BC V1G 0A4",Gwendolyne Anderson,,
1046,"TABER, AB",T1G 0A4,4500 64 St,Taber,CA,AB,Highway 3 & Highway 36 North,403-223-1349,403-223-3458,49.783135,-112.127035,MST,01/23/2006 00:00,1859,"4500-64TH ST, TABER, AB. T1G 0A4",Janis Elland Held,,
3037,"HAMILTON, ONT/RELO 0401",L9C 2Z5,675 Upper James St,Hamilton,CA,ON,675 Upper James St & Fennell Ave,905-389-2322,905-389-6333,43.234378,-79.876679,EST,03/16/1994 00:00,34940,"HAMILTON MOUNTAIN PLAZA, 675 UPPER  JAMES  ST., HAMILTON, ON L9C 2Z5",Jaismeen Lamba,,
3004,"BRANDON, MANITOBA",R7A 7S1,903 18th St N,Brandon,CA,MB,Highway 10 & Kirkaldy Drive,431-210-2026,204-726-5821,49.868689,-99.958787,CST,03/16/1994 00:00,12744,"903-18TH STREETN., BRANDON, MB R7A 7S1",Todd Rowein,,
3022,"DAUPHIN, MANITOBA",R7N 3H4,1450 Main St S,Dauphin,CA,MB,Junction 5 & 10,204-638-4835,204-638-4808,51.137086,-100.062782,CST,03/16/1994 00:00,13138,"1450 MAIN STREET SOUTH, DAUPHIN, MB R7N 3H4",Srinivas Karamcheti,,
3660,"FLIN FLON, MANITOBA",R8A 0C6,200 Mb-10 Alt,Flin Flon,CA,MB,Highway 10a & Perimeter Hwy,833-812-5548,204-687-7005,54.7648,-101.833,CST,11/14/2002 00:00,32320,"200 P.T.H., #10A, FLIN FLON, MB R8A 0C6",Jennifer Kritzer,,
3069,"PORTAGE LA PRAIRIE, MAN.",R1N 0G5,2348 Sissons Dr,Portage La Prairie,CA,MB,Saskatchewan Ave & Sissons Drive,833-812-5541,204-857-5011,49.973616,-98.32402,CST,03/16/1994 00:00,13127,"2348 SISSONS DRIVE, PORTAGE LA PRAIRIE, MB R1N 0G5",Samantha Reimer or Vedant Patel,,
1027,"SELKIRK, MB",R1A 4M1,1016 Manitoba Ave,Selkirk,CA,MB,Highway 9 & Manitoba Ave,833-812-5535,204-785-1886,50.156092,-96.898182,CST,01/25/2005 00:00,32982,"1016 MANITOBA AVENUE, SELKIRK, MB R1A 4M1",Sareena Panchhi,,
1141,Steinbach,R5G 0Y1,184 Pth 12 N,Steinbach,CA,MB,Highway 12 & Golfair Road,431-215-9927,204-346-9717,49.541407,-96.688547,CST,01/25/2013 00:00,34120,"184 PTH #12 NORTH, STEINBACH, MB R5G 0Y1",Reynold Loewen,,
3102,"THOMPSON, MANITOBA",R8N 0M2,300 Mystery Lake Rd,Thompson,CA,MB,Mystery Lake Rd & Thompson Dr N,204-778-4675,204-778-4669,55.747246,-97.849511,CST,03/16/1994 00:00,13149,"300 MYSTERY LAKE ROAD, THOMPSON, MB R8N 0M2",Angelie Tan ,,
1022,"WINKLER, MB",R6W 0L8,1000 Navigator Rd Box 1720,Winkler,CA,MB,Hwy 14 & Main Street,833-812-5534,204-325-4141,49.193993,-97.936531,CST,12/02/2004 00:00,32926,"1000 NAVIGATOR ROAD, WINKLER, MB R6W 0L8",Scott Piggott,,
3740,"REXDALE, ON",M9W 3W6,2245 Islington Ave,Toronto,CA,ON,Rexdale Blvd & Islington Ave,,416-747-6499,43.71316,-79.554079,EST,10/14/2004 00:00,300376,"2245 ISLINGTON AVENUE, TORONTO , ON M9W 3W7",Uzma Saeed ,,
3055,"MISSISSAUGA (SQUARE ONE), ON",L5B 2C9,100 City Ctr Dr,Mississauga,CA,ON,HIGHWAY 10 & HIGHWAY 403,905-270-8331,905-270-9300,43.59207,-79.639292,EST,03/16/1994 00:00,15958,"SQUARE ONE S.C., 100 CITY CENTRE DRIVE, MISSISSAUGA, ON L5B 2C9",Anand Patel,,
3064,"OAKVILLE, ONTARIO",L6H 6M4,234 Hays Blvd,Oakville,CA,ON,Trafalgar Rd & Dundas St W (Hwy 5),905-257-5742,905-257-5740,43.482181,-79.718869,EST,03/16/1994 00:00,34956,"235 HAYS BOULEVARD, OAKVILLE, ON L6H 6M4",Linh Vuong ,,
1000,"MILTON, ON",L9T 6R1,1280 Steeles Ave E,Milton,CA,ON,James Snow Pkwy & Hwy 401,,905-864-6027,43.541528,-79.866803,EST,09/23/2004 00:00,300354,"1280 STEELES AVENUE EAST, MILTON , ON L9T 6R1",Hussein Adamjee,,
1115,"VAUGHAN MAPLE, ON",L6A 4R9,1900 Major Mackenzie Dr,Vaughan,CA,ON,Major Mackenzie Drive / Near Keele Street,,905-417-3766,43.859622,-79.50164,EST,07/08/2011 00:00,302362,"1900 MAJOR MacKENZIE DRIVE, MAPLE (VAUGHAN), ON L6A 4R9",Jeffrey Kwong,,
3172,"W ST. CATHARINES, ON",L2S 0C7,420 Vansickle Rd,St. Catharines,CA,ON,Vansickle Rd & Martindale St,905-687-1182,905-687-9212,43.151533,-79.267139,EST,08/20/1999 00:00,37724,"420 VANSICKLE ROAD, ST. CATHERINES, ON L2R 6P9",Chirayu Updadhyay,,
3097,"SUDBURY, ONTARIO",P3A 1Z2,1349 Lasalle Blvd,Sudbury,CA,ON,Lasalle Blvd & Barry Downe Rd,705-566-9692,705-566-3700,46.52205,-80.948862,EST,03/16/1994 00:00,35236,"1349 LASALLE BOULEVARD, SUDBURY, ON P3A 1ZA",Patricia Thompson,,
3076,"N. REGINA, NORTHGATE MALL",S4X 4P7,3939 Rochdale Blvd,Regina,CA,SK,Rochdale Blvd. & Pasqua St,639-221-4232,306-543-3237,50.495103,-104.636183,CST,03/16/1994 00:00,300,"3939 ROCHDALE BOULEVARD, REGINA, SK S4X 4P7",Christine Jalbert,,
1104,"VANCOUVER, BC",V5M 2G7,3585 Grandview Hwy,Vancouver,CA,BC,Grandview Hwy & Boundary Rd,604-435-6150,604-435-6905,49.25928,-123.027429,PST,01/21/2009 00:00,24297,"3585 GRANDVIEW HWY, VANCOUVER, BC V5M 2G7",Janet Marconato,,
3019,ABBOTSFORD EAST,V2S 8K1,1812 Vedder Way,Abbotsford,CA,BC,Vedder Way & Marshall Rd,604-854-1375,604-854-3575,49.034292,-122.271108,PST,03/16/1994 00:00,15776,"1812 VEDDER WAY, ABBOTSFORD, BC V2S 8K1",Fatin Sawalha,,
1113,"ABBOTSFORD W, BC",V2T 0C5,3122 Mt Lehman Rd,Abbotsford,CA,BC,Mt. Lehman & #1 Hwy,,604-504-2080,49.058406,-122.381234,PST,01/25/2013 00:00,29560,"GROUND LEVEL, 3122 MT LEHMAN RD, ABBOTSFORD, BC V2T 0C5",Ikechukwu Ezema,,
1213,BURNABY SW,V5H 4J1,4545 Central Blvd,Burnaby,CA,BC,Willingdon & West Central,,778-328-1120,49.224504,-122.999542,PST,10/11/2018 00:00,36249,"4545 CENTRAL BLVD, BURNABY, BC V5H 4J1",Wilson Yee,,
3008,"BURNABY, BRITISH COLUMBIA",V3J 1N5,9855 Austin Rd,Burnaby,CA,BC,Lougheed Highway & Austin Ave,,604-421-0661,49.249029,-122.895598,PST,03/16/1994 00:00,15271,"300 LOUGHEED MALL, 9855 AUSTIN AVE, BURNABY, BC V3J 1N5",August Ma,,
3042,KELOWNA BRITISH COLUMBIA,V1X 7Y8,1555 Banks Rd,Kelowna,CA,BC,Hwy 97 & Banks Rd,250-860-9145,250-860-8811,49.88809,-119.424556,PST,03/16/1994 00:00,15780,"1555 BANKS ROAD, KELOWNA, BC V1X 7Y8",Jim Farr,,
3158,LANGLEY BC,V2Y 1P3,20202 66th Ave,Langley,CA,BC,64th Ave & 202nd St,604-539-5230,604-539-5210,49.120681,-122.62259,PST,11/12/1999 00:00,15645,"20202 - 66TH AVENUE, LANGLEY, BC V2Y 1P3",Harj Pannu,,
1205,SURREY (DOWNTOWN),V3T 2W3,2151-10153 King George Blvd,Surrey,CA,BC,Central City Shopping Centre,,604-495-8697,49.18673,-122.8486,PST,02/25/2016 00:00,33944,"2151-10153 KING GEORGE BLVD, SURREY, BC V3T 2W3",Ravinder Grewal,,
5853,"SURREY, BC",V3Z 9N6,2355-160 St,Surrey,CA,BC,160 St & 24 Ave,604-541-8567,604-541-9015,49.045346,-122.781546,PST,07/30/2008 00:00,23811,"2355 160 ST, SURREY, BC V3Z 9N6",Kiren Dhaliwal,,
5838,"SURREY WEST, BC",V3W 1P8,12451 88 Ave,Surrey,CA,BC,88th Ave & 126th St,,604-597-7117,49.163161,-122.877817,PST,11/12/2004 00:00,20945,"12451 - 88 AVE, SURREY, BC V3W 1P8",Gurmeet Sukhija,,
3098,"E. SURREY, BC, GUILDFORD",V3R 7C1,10355 152 St,Surrey,CA,BC,152 St & 104 Ave,604-585-7440,604-581-1932,49.188094,-122.804659,PST,03/16/1994 00:00,15894,"1000 GUILDFORD TOWN CTR, SURREY, BC GUILDFORD / RELO 0404 V3R 7C1",Brian Kim,,
3065,"ORLEANS, OTTAWA, ON",K1W 1K9,3900 Innes Rd,Orleans,CA,ON,Innes Road & Mer Bleue Road,613-837-1166,613-837-9399,45.452382,-75.507931,EST,03/16/1994 00:00,35220,"3900 INNES ROAD, ORLEANS, ON K1C 1T1",Dumitru Musteata,,
3191,"WHITEHORSE, YT",Y1A 4P9,9021 Quartz Rd,Whitehorse,CA,YT,Quartz Rd & Second Ave,833-812-5547,867-667-2652,60.73436,-135.06886,PST,11/15/2001 00:00,2020-2813,"9021 QUARTZ RD, WHITEHORSE YK Y1A 4P9",Gennadi Gouniavyi,,
3135,"E. BRAMPTON, ON",L6T 5P9,30 Coventry Rd,Brampton,CA,ON,Highway 7 & Airport Road,905-793-9248,905-793-1983,43.740385,-79.69599,EST,03/27/1998 00:00,36460,"30 COVENTRY ROAD , BRAMPTON, ON L6T 5P9",Fatema Salem,,
3130,"N. BRAMPTON, ON",L6V 4K2,50 Quarry Edge Dr,Brampton,CA,ON,Highway 10  & Bovaird,905-874-9340,905-874-0112,43.705322,-79.782314,EST,11/11/1995 00:00,32404,"50 QUARRY EDGE DRIVE, BRAMPTON, ON L6V 4K2",Maqsoodahmed Shaikh,,
1120,Brampton NE,L6R 3S9,5085 Mayfield Rd,Brampton,CA,ON,Mayfield Rd & Bramalea Rd,905-793-8518,905-793-5478,43.773224,-79.779916,EST,01/24/2014 00:00,303727,"5085 MAYFIELD RD., BRAMPTON , ON L6R 3S9",Sally Tawfik,,
1188,BRAMPTON (S),L6W 0A6,15 Resolution Dr,Brampton,CA,ON,Steeles Ave E & Kennedy Rd,,905-452-1710,43.679509,-79.720784,EST,01/24/2014 00:00,303728,"15 RESOLUTION DR., BRAMPTON , ON L6W 0A6",Maila Cecilia J San Jose,,
1079,"BRAMPTON, ON",L6X 0Z8,9455 Mississauga Rd,Brampton,CA,ON,Williams Pkwy & Mississauga Rd,,905-451-6307,43.657293,-79.813039,EST,07/08/2011 00:00,302363,"9455 MISSISSAUGA ROAD, BRAMPTON , ON L6X 0B3",Vishal Fumtiwala,,
3016,"CHATHAM, ON",N7L 0E9,881 St Clair St,Chatham,CA,ON,Highway 40 & Pioneer Line,519-352-9874,519-352-1142,42.433295,-82.219419,EST,03/16/1994 00:00,35188,"881 ST. CLAIR STREET, CHATHAM, ON N7M 5J7",Ulonna Biodun-Adefarasin,,
3031,"ETOBICOKE, ONTARIO",M9C 1A7,165 N Queen St,Etobicoke,CA,ON,Highway 427 & Queensway,416-239-2088,416-239-7090,43.618395,-79.557519,EST,03/16/1994 00:00,34932,"165 NORTH QUEEN STREET, ETOBICOKE, ON M9C 1A7",Arif Raheem,,
3050,"N. LONDON, OAKRIDGE MALL, ON",N6G 5B1,1280 Fanshawe Pk Rd W,London,CA,ON,Fanshawe Park Rd West & Hyde Park Rd,519-472-3490,519-472-7100,43.009793,-81.329987,EST,03/16/1994 00:00,4010,"1280 FANSHAWE PARK ROAD WEST, LONDON, ON N6G 5B1",Derek Trainor,,
1157,London (Northland),N5Y 1A8,1275 Highbury Ave N,London,CA,ON,Huron Street & Highbury Avenue,,519-452-7814,43.018992,-81.215074,EST,11/16/2012 00:00,300616,"1275 HIGHBURY AVENUE NORTH, LONDON, ON N5Y 1A8",Ahmed Shaldan El Nagar,,
3051,"S. LONDON,WHITE OAKS MALL",N6E 1V4,1105 Wellington Rd,London,CA,ON,Wellington Rd & Bradley Ave,519-681-1484,519-681-7500,42.933167,-81.224036,EST,03/16/1994 00:00,3996,"WHITE OAKS, 1105 WELLINGTON ROAD SOUTH, LONDON, ON N6E 1V4",Eiman Zourob,,
3049,"E. LONDON, ARGYLE MALL, ON",N5W 6G4,330 Clarke Rd,E. London,CA,ON,Clark Rd & Dundas St,519-451-8470,519-455-8910,43.001279,-81.17191,EST,03/16/1994 00:00,3988,"330 CLARK ROAD, LONDON, ON N5W 6G4",Ola El-Chabib,,
1211,"MISSISSAUGA (WEST), ON",L5M 4Z5,5100 Erin Mills Pky,Mississauga West,CA,ON,Erin Mills Town Centre,,905-820-3796,43.558546,-79.709658,EST,12/08/2016 00:00,305925,"5100 Erin Mills Pkwy, ON L5M 4Z5",Tuy Nguyen ,,
3654,ERIN MILLS MISS. ONT,L5L 5Z5,2160 Burnhamthorpe Rd W,Mississauga,CA,ON,Erin Mills Parkway & Burnhamthorpe Rd,,905-608-0922,43.545249,-79.684781,EST,01/29/2004 00:00,300131,"2160 BURNHAMTHORPE ROAD WEST, MISSISSAUGA, ON L5L 5Z5",Akil Adamjee,,
1061,"HEARTLAND, MISSISSAUGA,ON",L5V 2N6,800 Matheson Blvd W,Mississauga,CA,ON,Matheson Blvd & Mavis Rd,905-817-9693,905-817-9688,43.606981,-79.692546,EST,06/11/2008 00:00,301365,"800 MATHESON BOULEVARD WEST, MISSISSAUGA, ON L5V 2N6",Roshni Chaudhari,,
3054,"MEADOWVALE, ONTARIO",L5N 8E1,3155 Argentia Rd,Meadowvale,CA,ON,Argentia Rd & Winston Churchill Blvd,905-821-8222,905-821-8150,43.595036,-79.788765,EST,03/16/1994 00:00,34948,"3155 ARGENTIA ROAD, MISSISSAUGA, ON L5N 8E1",Charles Fung,,
1126,MISSISSAUGA EAST,L4X 1L4,1500 Dundas St E,Mississauga,CA,ON,Dixie Rd & Dundas St E,,905-615-1018,43.608961,-79.578717,EST,01/27/2012 00:00,302648,"1500 DUNDAS STREET EAST, MISSISSAUGA, ON L4X 1L4",Rami Frjo,,
3071,"PETERBOROUGH, ONTARIO",K9H 7E2,1002 Chemong Rd,Peterborough,CA,ON,Chemong Road & Milroy Drive,705-742-5566,705-742-5090,44.324864,-78.334495,EST,03/16/1994 00:00,26567,"1002 CHEMONG ROAD, PETERBOROUGH, ON K9H 7E2",Ana Liza Caparas,,
1162,PETERBOUROUGH (S),K9J 1Z9,950 Lansdowne St W,Peterborough,CA,ON,Lansdowne St. W. & The Parkway,,705-876-9617,44.285044,-78.344184,EST,10/12/2012 00:00,5835,"950 LANSDOWNE STREET WEST, PETERBOROUGH, ON K9J 1Z9",Ely Jane Hong,,
1208,COQUITLAM,V3B 5R9,2929 Barnet Hwy,Coquitlam,CA,BC,COQUITLAM CENTRE MALL,,778-284-3310,49.279143,-122.800115,PST,02/25/2016 00:00,33946,"COQUITLAM CENTRE 2929 BARNET HWY, COQUITLAM, BC V3B 5R5",Jun Hwan Yoo,,
1207,SURREY (SW),V4E 2B1,7155 120 St,Delta,CA,BC,Scottsdale Centre,,604-595-3617,49.133436,-122.892211,PST,02/25/2016 00:00,33945,"7155 120 ST, DELTA, BC V4E 2B1",Jasdev Johal,,
1206,MAPLE RIDGE,V2X 8T1,11850 224 St,Maple Ridge,CA,BC,HANEY PLACE MALL,,778-306-9936,49.21802,-122.5998,PST,12/03/2015 00:00,33935,"11850 224 ST, MAPLE RIDGE, BC V2X 8S1",Thanh Thai,,
1119,Mission,V2V 0C6,31956 Lougheed Hwy,Mission,CA,BC,Lougheed Hwy. & Wren St,,604-820-0048,49.131645,-122.340098,PST,07/20/2012 00:00,28687,"31956 LOUGHEED HWY, MISSION, BC V2V 0C6",Tejinder Bhatt,,
1192,New Westminster(C),V3L 3C2,610 Sixth St,New Westminster,CA,BC,Royal City Centre S.C.,,604-395-8481,49.21325,-122.9216,PST,11/12/2015 00:00,33903,"610 SIXTH ST, NEW WESTMINSTER, BC V3L 3C2",Azin Movahhed,,
5777,"NEW WESTMINSTER, BC",V3M 5X2,805 Boyd St,New Westminster,CA,BC,Boyd St & Hwy 91,604-524-1264,604-524-1291,49.191004,-122.950713,PST,11/13/2003 00:00,20188,"805 BOYD ST, NEW WESTMINSTER, BC V3M 5X2",Atul Dutt,,
3057,"N VANCOUVER, B. C.",V7P 1S2,925 Marine Dr,North Vancouver,CA,BC,Marine Drive & Hanes Ave.,604-984-3441,604-984-6830,49.322602,-123.098615,PST,03/16/1994 00:00,15236,"CAPILANO MALL, 925 MARINE DRIVE, NORTH VANCOUVER, BC V7P 1S2",Amanjeet Taggar,,
1018,"PORT ALBERNI, BC",V9Y 8K1,3355 Johnston Rd (hwy 4),Port Alberni,CA,BC,Johnston Road & Cherry Creek Road,250-720-0916,250-720-0912,49.267456,-124.781136,PST,01/27/2005 00:00,21047,"3355 JOHNSTON RD, PORT ALBERNI, BC V9Y 8K1",Stineli Taniegra,,
1112,"PORT COQUITLAM., BC",V3B 0G6,2150 Hawkins St,Port Coquitlam,CA,BC,Lougheed Highway& Freemont Street,,604-472-1225,49.253898,-122.736099,PST,07/22/2011 00:00,26843,"2150 HAWKINS ST, PORT COQUITLAM, BC V3B 0G6",Pavan Bhatti,,
3651,"PRINCE GEORGE, BC",V2N 6Z4,6565 Southridge Ave,Prince George,CA,BC,Ospika Blvd & Yellowhead Hwy,250-906-3206,250-906-3203,53.86404,-122.78381,PST,11/14/2002 00:00,18906,"6565 SOUTHRIDGE AVE, PRINCE GEORGE, BC V2N 6Z4",Akhlaq Hakim,,
3652,"RICHMOND (N), BC",V6X 0N1,9251 Alderbridge Way,Richmond,CA,BC,Alderbridge Way & Garden City Rd,,604-288-4395,49.177354,-123.126324,PST,10/27/2016 00:00,34559,"9251 ALDERBRIDGE WAY, RICHMOND, BC V6X 0N1",Young Jin Kang,,
5834,"TERRACE, BC",V8G 5L5,4427 Hwy 16 W,Terrace,CA,BC,Highway 16 W & Keith Rd,,250-615-4728,54.5111,-128.58,PST,01/29/2004 00:00,20533,"4427 16 HWY E, RR 3, TERRACE, BC V8G 5L5",Leah Pritchard,,
1181,TSAWWASSEN,V4M 0B2,5143 Canoe Pass Way,Tsawwassen,CA,BC,Tsawwassen Commons,,778-783-5380,49.042862,-123.081527,PST,01/26/2017 00:00,34770,"5143 CANOE PASS WAY, TSAWWASSEN, BC V4M 0B2",Janet Ha,,
3123,"S. BARRIE, ON",L4N 9H5,35 Mapleview Dr W,Barrie,CA,ON,Highway 400 & Molson Park Dr W,705-728-1638,705-728-9122,44.332703,-79.686072,EST,11/22/1994 00:00,35348,"35 MAPLEVIEW DRIVE WEST, BARRIE, ON L4N 9H5",Monique Battaglia,,
3122,"BELLEVILLE, ON",K8N 4Z5,274 Millennium Pky,Belleville,CA,ON,Highway 401 & Highway 62,613-966-9770,613-966-9466,44.194913,-77.395419,EST,04/01/1995 00:00,31716,"274 MILLENIUM PARKWAY, BELLEVILLE, ON K8N 4Z5",Bala Suman Puligilla ,,
1001,"BOWMANVILLE, ON",L1C 0K5,2320 Hwy 2,Bowmanville,CA,ON,GREEN RD & ONTARIO KINGS HIGHWAY,,905-623-0110,43.911481,-78.716598,EST,06/11/2010 00:00,301937,"2320 HIGHWAY # 2, BOWMANVILLE, ON L1C 0K5",Emilija Tasevska,,
3170,"BURLINGTON N., ON",L7M 5B4,4515 Dundas St,Burlington,CA,ON,Appleby Line & Dundas St W (Hwy 5),,905-331-0027,43.40573,-79.810821,EST,01/29/2004 00:00,300128,"4515 DUNDAS STREET WEST, RR#1, BURLINGTON , ON L7R 3X4",Ik Sun Chong,,
3152,"CAMBRIDGE, ONTARIO",N1R 8K5,22 Pinebush Rd,Cambridge,CA,ON,Hwy #401 & Hespeler Rd (# 24),519-624-7461,519-624-7467,43.409917,-80.326279,EST,10/30/1998 00:00,37044,"22 PINEBUSH ROAD, CAMBRIDGE, ON N1R 8K5",Michael Tsandelis,,
3024,"DRYDEN, ONTARIO",P8N 0A2,Hwy # 17 E,Dryden,CA,ON,HWY 17 EAST & DUKE STREET,807-223-5577,807-223-7190,49.7824,-92.8144,CST,03/16/1994 00:00,35196,"HIGHWAY #17 EAST, DRYDEN, ON P8N 2Z4",Pavan Poluri,,
3034,"GEORGETOWN, ONTARIO, RELO 0408",L7G 4B1,300 Guelph St,Georgetown,CA,ON,Highway 7 & Sinclair Ave,905-873-3021,905-873-0400,43.648068,-79.896891,EST,03/16/1994 00:00,303194,"GEORGETOWN MARKET PLACE, 300 GUELPH STREET, GEORGETOWN, ON L7G 4B2",Mahmoud Hamid,,
1199,GUELPH (S),N1G 5L4,175 Stone Rd W,Guelph,CA,ON,Edinburgh Road S. and Stone Road W.,,519-821-0618,43.52241,-80.232951,EST,08/04/2016 00:00,305671,"175 Stone Road West, Guelph, ON N1G 5L4",Renu Choudhury,,
3144,GUELPH ONTARIO,N1H 1G8,11 Woodlawn Rd W,Guelph,CA,ON,Woodlawn Ave & Woolwich St,519-767-5125,519-767-1600,43.564906,-80.282466,EST,11/08/2006 00:00,300957,"11 WOODLAWN ROAD WEST, GUELPH, ON N1H 1G8",Mat Manoj,,
3045,"KITCHENER, ONTARIO",N2C 1X1,2960 Kingsway Dr,Kitchener,CA,ON,Highway 8 & Fairway Road South,519-894-0636,519-894-6600,43.424248,-80.441409,EST,03/16/1994 00:00,3848,"FAIRVIEW PARK, 2960 KINGSWAY DRIVE, KITCHENER, ON N2C 1X1",Faheem Ahmed,,
1007,"KITCHENER (W), ON",N2E 4E2,1400 Ottawa St S,Kitchener,CA,ON,Fischer-Hallman Rd & Ottawa St S,,519-745-2297,43.710983,-80.520172,EST,09/23/2004 00:00,300353,"1400 OTTAWA STREET SOUTH UNIT E, KITCHENER , ON N2E 4E2",Jorrell Balatbat,,
1111,"WATERLOO WEST., ON",N2N 0B1,100 The Boardwalk,Kitchener,CA,ON,IRA Needles Blvd. & University Avenue West,,519-745-1800,43.432783,-80.55939,EST,11/19/2010 00:00,302147,"100 THE BOARDWALK, K ITCHENER, ON N2N 0B1",Shamsher Johal,,
3053,"MARKHAM, ONTARIO",L3R 4M9,5000 Hwy 7,Markham,CA,ON,Highway 7 & Mccowan Road,905-477-6063,905-477-6060,43.8716,-79.2903,EST,03/16/1994 00:00,35204,"MARKVILLE S.C., 5000 HIGHWAY #7, MARKHAM, ON L3R 4M9",Irene Sing,,
1109,MARKHAM East,L6B 0S1,500 Copper Creek Dr,Markham,CA,ON,9th Line & Copper Creek Dr,,905-472-9582,43.870667,-79.216012,EST,09/17/2010 00:00,302155,"500 COPPER CREEK DRIVE, MARKHAM, ON L6B 0S1",Tharshan Manoharan,,
3160,"NIAGARA FALLS, ONTARIO / Relo 0403",L2G 0J5,7481 Oakwood Dr,Niagara Falls,CA,ON,Oakwood Dr & Q.E.W.,905-371-3335,905-371-3999,43.067661,-79.117843,EST,10/01/1998 00:00,37052,"7481 OAKWOOD DRIVE, NIAGARA FALLS, ON L2E 6S5",Ugo Nwankwo,,
3063,"NORTH BAY, ONTARIO",P1B 2H3,1500 Fisher St,North Bay,CA,ON,Hwy 17 & Fisher St,,705-472-1704,46.312922,-79.443014,EST,03/16/1994 00:00,35212,"1500 FISHER STREET, NORTH BAY, ON P1B 2H3",Erwin Dela Cruz ,,
3010,"C. CALGARY, MCLEOD MALL",T2J 0P7,9650 Macleod Trail Se,Calgary,CA,AB,Macleod Trail & Southland Dr,403-252-7835,403-258-3988,50.967121,-114.071474,MST,03/16/1994 00:00,50,"MACLEOD MALL S.C., 9650 MACLEOD TRAIL S.E. CALGARY, AB. T2J 0P7",DARREN HOLTZ,,
1089,"CALGARY DEERFOOT, AB",T2H 0B8,7979-11 St Se,Calgary,CA,AB,Deerfoot Trail & Heritage Meadows Way,,403-301-2051,50.98499,-114.045162,MST,01/22/2010 00:00,2254,"7979 - 11 STREET S.E., CALGARY, AB. T2H 0B8",Marjoriet Manuel,,
3012,"E. CALGARY, MARLBOROUGH",T2A 2K2,3800 Memorial Dr,Calgary,CA,AB,Memorial Dr & 36 St,403-272-8896,403-235-2352,51.053385,-113.977246,MST,03/16/1994 00:00,53,"MARLBOROUGH MALL, 3835 MEMORIAL DR. N.E., CALGARY, AB. T2A 2K2",Nabeel Moolla,,
1136,CALGARY EAST HILLS,T2A 4X7,255 East Hills Blvd Se,Calgary,CA,AB,17 Ave SE & Stoney Trail SE,,403-387-0850,51.038678,-113.909915,MST,03/28/2014 00:00,2784,"255 East Hills Boulevard S.E. Calgary, AB T2A 4XY",Elsayed Aly,,
3013,"N. CALGARY, DEERFOOT MALL",T2E 9B7,1110 57th Ave N E,Calgary,CA,AB,57 Ave & 11 St Ne,403-730-0988,403-730-0990,51.108334,-114.038888,MST,03/16/1994 00:00,1108,"1110-57TH AVE., N.E. CALGARY , AB. T2E 9B7",Hany Girguis,,
3011,"NW. CALGARY, NORTHLAND",T2L 2K1,5005 Northland Dr N W,Calgary,CA,AB,Crowchild Trail & Shaganappi Trail,403-288-0711,403-247-8585,51.097118,-114.141445,MST,03/16/1994 00:00,60,"NORTHLAND VILLAGE S.C., 5005 NORTHLAND DR. N.W., CALGARY, AB. T2J 0P7",Jennifer Cheung,,
5726,"CALGARY, ALBERTA",T3G 5T4,8888 Country Hills Blvd Nw,Calgary,CA,AB,Country Hills Blvd & Royal Oak Dr,403-567-1512,403-567-1502,51.153888,-114.218808,MST,10/02/2003 00:00,1678,"#200, 8888 COUNTRY HILLS BLVD. NW, CALGARY, AB. T3G 5T4",Matthew Yeung,,
3151,"S. CALGARY, ALBERTA",T2Y 3S4,100-310 Shawville Blvd S E,Calgary,CA,AB,162 Ave Se & Shawville Blvd,403-201-5426,403-201-5415,50.899908,-114.061838,MST,11/13/1998 00:00,1346,"100-310 SHAWVILLE BLVD. S.E. CALGARY, AB. T2Y 3S4",Barbara Skrajny,,
